has_null,wave,gender,age,age_o,d_age,d_d_age,race,race_o,samerace,importance_same_race,importance_same_religion,d_importance_same_race,d_importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,attractive,sincere,intelligence,funny,ambition,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,interests_correlate,d_interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,like,guess_prob_liked,d_like,d_guess_prob_liked,met,decision,decision_o,match
b'',13.0,b'female',22.0,29.0,7.0,b'[7-37]',b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',3.0,3.0,b'[2-5]',b'[2-5]',b'MA in Quantitative Methods',40.0,10.0,15.0,10.0,10.0,15.0,b'[21-100]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',8.0,8.0,8.0,7.0,8.0,7.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',15.0,25.0,15.0,20.0,10.0,15.0,b'[0-15]',b'[21-100]',b'[0-15]',b'[16-20]',b'[0-15]',b'[0-15]',8.0,10.0,9.0,7.0,9.0,b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[9-10]',6.0,8.0,6.0,7.0,6.0,6.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',b'[0-5]',b'[0-5]',b'[9-10]',b'[0-5]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',b'[9-10]',b'[0-5]',b'[0-5]',0.31,b'[0-0.33]',7.0,,2.0,b'[7-10]',b'[0-3]',b'[0-2]',6.0,6.0,b'[6-8]',b'[5-6]',0.0,b'0',b'1',b'0'
b'',13.0,b'female',22.0,24.0,2.0,b'[2-3]',b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',3.0,3.0,b'[2-5]',b'[2-5]',b'MA in Quantitative Methods',20.0,10.0,20.0,20.0,15.0,15.0,b'[16-20]',b'[0-15]',b'[16-20]',b'[16-20]',b'[0-15]',b'[0-15]',8.0,8.0,8.0,8.0,6.0,8.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',15.0,25.0,15.0,20.0,10.0,15.0,b'[0-15]',b'[21-100]',b'[0-15]',b'[16-20]',b'[0-15]',b'[0-15]',8.0,10.0,9.0,7.0,9.0,b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[9-10]',6.0,7.0,9.0,6.0,8.0,6.0,b'[6-8]',b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',b'[0-5]',b'[0-5]',b'[9-10]',b'[0-5]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',b'[9-10]',b'[0-5]',b'[0-5]',0.31,b'[0-0.33]',7.0,,2.0,b'[7-10]',b'[0-3]',b'[0-2]',6.0,9.0,b'[6-8]',b'[7-10]',0.0,b'0',b'1',b'0'
b'',13.0,b'female',22.0,25.0,3.0,b'[2-3]',b'Asian/Pacific Islander/Asian-American',b'Latino/Hispanic American',b'0',3.0,3.0,b'[2-5]',b'[2-5]',b'MA in Quantitative Methods',20.0,15.0,30.0,10.0,15.0,10.0,b'[16-20]',b'[0-15]',b'[21-100]',b'[0-15]',b'[0-15]',b'[0-15]',6.0,3.0,7.0,6.0,9.0,1.0,b'[6-8]',b'[0-5]',b'[6-8]',b'[6-8]',b'[9-10]',b'[0-5]',15.0,25.0,15.0,20.0,10.0,15.0,b'[0-15]',b'[21-100]',b'[0-15]',b'[16-20]',b'[0-15]',b'[0-15]',8.0,10.0,9.0,7.0,9.0,b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[9-10]',4.0,9.0,8.0,4.0,7.0,4.0,b'[0-5]',b'[9-10]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',b'[0-5]',b'[0-5]',b'[9-10]',b'[0-5]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',b'[9-10]',b'[0-5]',b'[0-5]',0.07,b'[0-0.33]',7.0,,2.0,b'[7-10]',b'[0-3]',b'[0-2]',5.0,8.0,b'[0-5]',b'[7-10]',0.0,b'0',b'0',b'0'
b'',13.0,b'female',22.0,28.0,6.0,b'[4-6]',b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',3.0,3.0,b'[2-5]',b'[2-5]',b'MA in Quantitative Methods',17.0,17.0,17.0,17.0,16.0,16.0,b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',10.0,7.0,8.0,8.0,8.0,6.0,b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',15.0,25.0,15.0,20.0,10.0,15.0,b'[0-15]',b'[21-100]',b'[0-15]',b'[16-20]',b'[0-15]',b'[0-15]',8.0,10.0,9.0,7.0,9.0,b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[9-10]',4.0,8.0,8.0,4.0,6.0,2.0,b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',b'[0-5]',b'[0-5]',b'[9-10]',b'[0-5]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',b'[9-10]',b'[0-5]',b'[0-5]',0.41,b'[0.33-1]',7.0,,2.0,b'[7-10]',b'[0-3]',b'[0-2]',4.0,7.0,b'[0-5]',b'[7-10]',0.0,b'0',b'1',b'0'
b'',13.0,b'female',22.0,27.0,5.0,b'[4-6]',b'Asian/Pacific Islander/Asian-American',b'Other',b'0',3.0,3.0,b'[2-5]',b'[2-5]',b'MA in Quantitative Methods',10.0,20.0,25.0,20.0,20.0,5.0,b'[0-15]',b'[16-20]',b'[21-100]',b'[16-20]',b'[16-20]',b'[0-15]',7.0,7.0,8.0,7.0,9.0,6.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[6-8]',15.0,25.0,15.0,20.0,10.0,15.0,b'[0-15]',b'[21-100]',b'[0-15]',b'[16-20]',b'[0-15]',b'[0-15]',8.0,10.0,9.0,7.0,9.0,b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[9-10]',4.0,9.0,8.0,6.0,8.0,2.0,b'[0-5]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',b'[0-5]',b'[0-5]',b'[9-10]',b'[0-5]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',b'[9-10]',b'[0-5]',b'[0-5]',-0.35,b'[-1-0]',7.0,,2.0,b'[7-10]',b'[0-3]',b'[0-2]',5.0,9.0,b'[0-5]',b'[7-10]',0.0,b'0',b'1',b'0'
b'',13.0,b'female',22.0,,22.0,b'[7-37]',b'Asian/Pacific Islander/Asian-American',b'?',b'0',3.0,3.0,b'[2-5]',b'[2-5]',b'MA in Quantitative Methods',,,,,,,b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',6.0,9.0,9.0,8.0,8.0,7.0,b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',15.0,25.0,15.0,20.0,10.0,15.0,b'[0-15]',b'[21-100]',b'[0-15]',b'[16-20]',b'[0-15]',b'[0-15]',8.0,10.0,9.0,7.0,9.0,b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[9-10]',5.0,7.0,6.0,6.0,7.0,5.0,b'[0-5]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',b'[0-5]',b'[0-5]',b'[9-10]',b'[0-5]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',b'[9-10]',b'[0-5]',b'[0-5]',,b'[-1-0]',7.0,,2.0,b'[7-10]',b'[0-3]',b'[0-2]',6.0,8.0,b'[6-8]',b'[7-10]',0.0,b'0',b'0',b'0'
b'',13.0,b'female',22.0,,22.0,b'[7-37]',b'Asian/Pacific Islander/Asian-American',b'?',b'0',3.0,3.0,b'[2-5]',b'[2-5]',b'MA in Quantitative Methods',,,,,,,b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',7.0,8.0,8.0,8.0,6.0,7.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',15.0,25.0,15.0,20.0,10.0,15.0,b'[0-15]',b'[21-100]',b'[0-15]',b'[16-20]',b'[0-15]',b'[0-15]',8.0,10.0,9.0,7.0,9.0,b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[9-10]',9.0,8.0,8.0,7.0,8.0,6.0,b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',b'[0-5]',b'[0-5]',b'[9-10]',b'[0-5]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',b'[9-10]',b'[0-5]',b'[0-5]',,b'[-1-0]',7.0,,2.0,b'[7-10]',b'[0-3]',b'[0-2]',7.0,9.0,b'[6-8]',b'[7-10]',0.0,b'1',b'0',b'0'
b'',13.0,b'female',34.0,30.0,4.0,b'[4-6]',b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1.0,1.0,b'[0-1]',b'[0-1]',b'Early Childhood Education',60.0,10.0,10.0,10.0,5.0,5.0,b'[21-100]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',4.0,8.0,8.0,6.0,6.0,5.0,b'[0-5]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',15.0,15.0,10.0,25.0,10.0,25.0,b'[0-15]',b'[0-15]',b'[0-15]',b'[21-100]',b'[0-15]',b'[21-100]',7.0,9.0,9.0,7.0,4.0,b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[0-5]',4.0,8.0,8.0,5.0,6.0,3.0,b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,b'[0-5]',b'[6-8]',b'[0-5]',b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[0-5]',b'[0-5]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',b'[0-5]',b'[9-10]',0.31,b'[0-0.33]',4.0,,2.0,b'[0-4]',b'[0-3]',b'[0-2]',5.0,5.0,b'[0-5]',b'[5-6]',0.0,b'0',b'0',b'0'
b'',13.0,b'female',34.0,23.0,11.0,b'[7-37]',b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'[0-1]',b'[0-1]',b'Early Childhood Education',50.0,5.0,15.0,20.0,10.0,0.0,b'[21-100]',b'[0-15]',b'[0-15]',b'[16-20]',b'[0-15]',b'[0-15]',3.0,4.0,3.0,2.0,6.0,5.0,b'[0-5]',b'[0-5]',b'[0-5]',b'[0-5]',b'[6-8]',b'[0-5]',15.0,15.0,10.0,25.0,10.0,25.0,b'[0-15]',b'[0-15]',b'[0-15]',b'[21-100]',b'[0-15]',b'[21-100]',7.0,9.0,9.0,7.0,4.0,b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[0-5]',10.0,8.0,5.0,7.0,5.0,4.0,b'[9-10]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',b'[0-5]',4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,b'[0-5]',b'[6-8]',b'[0-5]',b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[0-5]',b'[0-5]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',b'[0-5]',b'[9-10]',0.13,b'[0-0.33]',4.0,,2.0,b'[0-4]',b'[0-3]',b'[0-2]',7.0,7.0,b'[6-8]',b'[7-10]',0.0,b'1',b'0',b'0'
b'',13.0,b'female',34.0,29.0,5.0,b'[4-6]',b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',1.0,1.0,b'[0-1]',b'[0-1]',b'Early Childhood Education',40.0,10.0,15.0,10.0,10.0,15.0,b'[21-100]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',5.0,8.0,7.0,7.0,5.0,7.0,b'[0-5]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',15.0,15.0,10.0,25.0,10.0,25.0,b'[0-15]',b'[0-15]',b'[0-15]',b'[21-100]',b'[0-15]',b'[21-100]',7.0,9.0,9.0,7.0,4.0,b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[0-5]',10.0,8.0,7.0,6.0,6.0,7.0,b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,b'[0-5]',b'[6-8]',b'[0-5]',b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[0-5]',b'[0-5]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',b'[0-5]',b'[9-10]',-0.51,b'[-1-0]',4.0,,2.0,b'[0-4]',b'[0-3]',b'[0-2]',6.0,7.0,b'[6-8]',b'[7-10]',0.0,b'1',b'0',b'0'
b'',13.0,b'female',34.0,24.0,10.0,b'[7-37]',b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'[0-1]',b'[0-1]',b'Early Childhood Education',20.0,10.0,20.0,20.0,15.0,15.0,b'[16-20]',b'[0-15]',b'[16-20]',b'[16-20]',b'[0-15]',b'[0-15]',3.0,6.0,4.0,3.0,3.0,,b'[0-5]',b'[6-8]',b'[0-5]',b'[0-5]',b'[0-5]',b'[0-5]',15.0,15.0,10.0,25.0,10.0,25.0,b'[0-15]',b'[0-15]',b'[0-15]',b'[21-100]',b'[0-15]',b'[21-100]',7.0,9.0,9.0,7.0,4.0,b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[0-5]',7.0,7.0,7.0,5.0,6.0,5.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,b'[0-5]',b'[6-8]',b'[0-5]',b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[0-5]',b'[0-5]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',b'[0-5]',b'[9-10]',0.09,b'[0-0.33]',4.0,,2.0,b'[0-4]',b'[0-3]',b'[0-2]',6.0,7.0,b'[6-8]',b'[7-10]',0.0,b'1',b'0',b'0'
b'',13.0,b'female',34.0,25.0,9.0,b'[7-37]',b'European/Caucasian-American',b'Latino/Hispanic American',b'0',1.0,1.0,b'[0-1]',b'[0-1]',b'Early Childhood Education',20.0,15.0,30.0,10.0,15.0,10.0,b'[16-20]',b'[0-15]',b'[21-100]',b'[0-15]',b'[0-15]',b'[0-15]',2.0,7.0,7.0,5.0,8.0,2.0,b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',15.0,15.0,10.0,25.0,10.0,25.0,b'[0-15]',b'[0-15]',b'[0-15]',b'[21-100]',b'[0-15]',b'[21-100]',7.0,9.0,9.0,7.0,4.0,b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[0-5]',6.0,7.0,7.0,4.0,6.0,2.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,b'[0-5]',b'[6-8]',b'[0-5]',b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[0-5]',b'[0-5]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',b'[0-5]',b'[9-10]',0.74,b'[0.33-1]',4.0,,2.0,b'[0-4]',b'[0-3]',b'[0-2]',4.0,5.0,b'[0-5]',b'[5-6]',0.0,b'0',b'0',b'0'
b'',13.0,b'female',34.0,28.0,6.0,b'[4-6]',b'European/Caucasian-American',b'European/Caucasian-American',b'1',1.0,1.0,b'[0-1]',b'[0-1]',b'Early Childhood Education',17.0,17.0,17.0,17.0,16.0,16.0,b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',b'[16-20]',8.0,9.0,7.0,6.0,6.0,6.0,b'[6-8]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',15.0,15.0,10.0,25.0,10.0,25.0,b'[0-15]',b'[0-15]',b'[0-15]',b'[21-100]',b'[0-15]',b'[21-100]',7.0,9.0,9.0,7.0,4.0,b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[0-5]',5.0,7.0,7.0,5.0,4.0,5.0,b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[0-5]',b'[0-5]',4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,b'[0-5]',b'[6-8]',b'[0-5]',b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[0-5]',b'[0-5]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',b'[0-5]',b'[9-10]',0.24,b'[0-0.33]',4.0,,2.0,b'[0-4]',b'[0-3]',b'[0-2]',5.0,7.0,b'[0-5]',b'[7-10]',0.0,b'0',b'0',b'0'
b'',13.0,b'female',34.0,27.0,7.0,b'[7-37]',b'European/Caucasian-American',b'Other',b'0',1.0,1.0,b'[0-1]',b'[0-1]',b'Early Childhood Education',10.0,20.0,25.0,20.0,20.0,5.0,b'[0-15]',b'[16-20]',b'[21-100]',b'[16-20]',b'[16-20]',b'[0-15]',6.0,5.0,7.0,5.0,7.0,6.0,b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',b'[6-8]',b'[6-8]',15.0,15.0,10.0,25.0,10.0,25.0,b'[0-15]',b'[0-15]',b'[0-15]',b'[21-100]',b'[0-15]',b'[21-100]',7.0,9.0,9.0,7.0,4.0,b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[0-5]',4.0,8.0,7.0,4.0,7.0,3.0,b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,b'[0-5]',b'[6-8]',b'[0-5]',b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[0-5]',b'[0-5]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',b'[0-5]',b'[9-10]',0.43,b'[0.33-1]',4.0,,2.0,b'[0-4]',b'[0-3]',b'[0-2]',3.0,2.0,b'[0-5]',b'[0-4]',0.0,b'0',b'1',b'0'
b'',13.0,b'female',34.0,,34.0,b'[7-37]',b'European/Caucasian-American',b'?',b'0',1.0,1.0,b'[0-1]',b'[0-1]',b'Early Childhood Education',,,,,,,b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',4.0,6.0,5.0,3.0,4.0,4.0,b'[0-5]',b'[6-8]',b'[0-5]',b'[0-5]',b'[0-5]',b'[0-5]',15.0,15.0,10.0,25.0,10.0,25.0,b'[0-15]',b'[0-15]',b'[0-15]',b'[21-100]',b'[0-15]',b'[21-100]',7.0,9.0,9.0,7.0,4.0,b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[0-5]',7.0,7.0,7.0,8.0,6.0,5.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,b'[0-5]',b'[6-8]',b'[0-5]',b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[0-5]',b'[0-5]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',b'[0-5]',b'[9-10]',,b'[-1-0]',4.0,,2.0,b'[0-4]',b'[0-3]',b'[0-2]',8.0,7.0,b'[6-8]',b'[7-10]',0.0,b'1',b'0',b'0'
b'',13.0,b'female',34.0,,34.0,b'[7-37]',b'European/Caucasian-American',b'?',b'0',1.0,1.0,b'[0-1]',b'[0-1]',b'Early Childhood Education',,,,,,,b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',5.0,8.0,6.0,5.0,6.0,4.0,b'[0-5]',b'[6-8]',b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',15.0,15.0,10.0,25.0,10.0,25.0,b'[0-15]',b'[0-15]',b'[0-15]',b'[21-100]',b'[0-15]',b'[21-100]',7.0,9.0,9.0,7.0,4.0,b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[0-5]',8.0,7.0,7.0,7.0,6.0,5.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[0-5]',4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0,b'[0-5]',b'[6-8]',b'[0-5]',b'[6-8]',b'[6-8]',b'[6-8]',b'[9-10]',b'[0-5]',b'[0-5]',b'[9-10]',b'[0-5]',b'[6-8]',b'[6-8]',b'[9-10]',b'[9-10]',b'[0-5]',b'[9-10]',,b'[-1-0]',4.0,,2.0,b'[0-4]',b'[0-3]',b'[0-2]',7.0,6.0,b'[6-8]',b'[5-6]',0.0,b'1',b'0',b'0'
b'',13.0,b'male',30.0,34.0,4.0,b'[4-6]',b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',1.0,1.0,b'[0-1]',b'[0-1]',b'anthropology',2.0,60.0,15.0,8.0,5.0,10.0,b'[0-15]',b'[21-100]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',8.0,,10.0,8.0,,10.0,b'[6-8]',b'[0-5]',b'[9-10]',b'[6-8]',b'[0-5]',b'[9-10]',60.0,10.0,10.0,10.0,5.0,5.0,b'[21-100]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',5.0,10.0,6.0,6.0,10.0,b'[0-5]',b'[9-10]',b'[6-8]',b'[6-8]',b'[9-10]',7.0,7.0,7.0,7.0,7.0,7.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',7.0,2.0,8.0,5.0,10.0,10.0,7.0,3.0,7.0,9.0,5.0,8.0,10.0,5.0,9.0,7.0,1.0,b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',b'[9-10]',b'[9-10]',b'[6-8]',b'[0-5]',b'[6-8]',b'[9-10]',b'[0-5]',b'[6-8]',b'[9-10]',b'[0-5]',b'[9-10]',b'[6-8]',b'[0-5]',0.34,b'[0.33-1]',7.0,,3.0,b'[7-10]',b'[0-3]',b'[3-5]',7.0,1.0,b'[6-8]',b'[0-4]',1.0,b'0',b'0',b'0'
b'',13.0,b'male',30.0,25.0,5.0,b'[4-6]',b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',1.0,1.0,b'[0-1]',b'[0-1]',b'anthropology',10.0,20.0,20.0,20.0,10.0,20.0,b'[0-15]',b'[16-20]',b'[16-20]',b'[16-20]',b'[0-15]',b'[16-20]',6.0,7.0,8.0,8.0,6.0,6.0,b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',b'[6-8]',60.0,10.0,10.0,10.0,5.0,5.0,b'[21-100]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',b'[0-15]',5.0,10.0,6.0,6.0,10.0,b'[0-5]',b'[9-10]',b'[6-8]',b'[6-8]',b'[9-10]',8.0,10.0,9.0,7.0,8.0,8.0,b'[6-8]',b'[9-10]',b'[9-10]',b'[6-8]',b'[6-8]',b'[6-8]',7.0,2.0,8.0,5.0,10.0,10.0,7.0,3.0,7.0,9.0,5.0,8.0,10.0,5.0,9.0,7.0,1.0,b'[6-8]',b'[0-5]',b'[6-8]',b'[0-5]',b'[9-10]',b'[9-10]',b'[6-8]',b'[0-5]',b'[6-8]',b'[9-10]',b'[0-5]',b'[6-8]',b'[9-10]',b'[0-5]',b'[9-10]',b'[6-8]',b'[0-5]',0.33,b'[0-0.33]',7.0,,3.0,b'[7-10]',b'[0-3]',b'[3-5]',8.0,7.0,b'[6-8]',b'[7-10]',0.0,b'1',b'1',b'1'
